memMemberNo,Gender,Age,StartDate,BMI,Freq
11029,F,26,15/05/2015,23.79,26
11030,F,26,15/05/2015,NA,1
11031,F,48,15/05/2015,NA,2
11032,F,32,15/05/2015,NA,1
11033,F,39,31/07/2015,NA,5
11034,F,41,15/05/2015,NA,1
11035,F,36,15/05/2015,23.32,5
11036,M,47,15/05/2015,29.7,5
11037,M,18,15/05/2015,23.34,2
11038,F,34,16/05/2015,21.45,1
11039,M,17,20/05/2015,NA,4
11040,M,46,16/05/2015,28.67,13
11041,M,37,17/05/2015,NA,1
11042,F,41,16/05/2015,NA,1
11043,M,37,16/05/2015,26.55,1
11044,M,48,16/05/2015,25.98,1
11045,M,36,16/05/2015,26.3,1
11046,F,55,16/05/2015,23.32,4
11047,M,37,16/05/2015,26.76,4
11048,F,40,16/05/2015,24.74,2
11049,F,19,16/05/2015,NA,1
11050,F,36,16/05/2015,21.51,5
11051,F,37,16/05/2015,21.51,1
11052,F,21,13/06/2015,NA,3
11053,F,20,16/05/2015,18.66,1
11054,F,29,17/05/2015,23.34,1
11055,M,48,17/05/2015,28.44,1
11056,F,52,17/05/2015,NA,2
11057,M,38,17/05/2015,20.7,5
11058,M,26,17/05/2015,NA,3
11059,M,49,17/05/2015,26.96,21
11060,M,39,17/05/2015,24.12,3
11061,F,33,17/05/2015,19.12,2
11062,F,56,17/05/2015,31.07,5
11063,M,70,17/05/2015,NA,11
11064,F,27,17/05/2015,18.67,43
11065,M,19,17/05/2015,NA,1
11066,M,47,17/05/2015,NA,4
11067,M,29,17/05/2015,28.44,1
11068,M,47,17/05/2015,27.85,9
11069,F,49,17/05/2015,29.25,13
11070,F,18,26/05/2015,NA,10
11071,F,26,19/05/2015,NA,1
11072,F,35,18/05/2015,22.58,3
11073,F,29,20/05/2015,NA,4
11074,F,40,31/05/2015,NA,2
11075,F,26,18/05/2015,24.8,1
11076,F,21,18/05/2015,16.97,2
11077,M,20,18/05/2015,16.03,2
11078,M,18,18/05/2015,21.22,1
11079,F,67,18/05/2015,25.66,5
11080,M,35,18/05/2015,22.05,1
11081,F,57,18/05/2015,22.58,4
11082,F,36,18/05/2015,20.61,1
11083,F,66,18/05/2015,29.07,56
11084,M,35,16/02/2016,23.61,1
11085,M,42,18/05/2015,NA,3
11086,M,25,1/02/2016,NA,3
11087,M,77,19/05/2015,NA,2
11088,F,63,20/11/2015,NA,1
11089,M,62,18/05/2015,NA,8
11090,F,58,18/05/2015,37.32,10
11091,F,59,18/05/2015,28.89,14
11092,M,29,18/05/2015,30.54,1
11093,F,39,18/05/2015,23.34,2
11094,F,32,18/05/2015,35.43,3
11095,M,32,18/05/2015,29.41,4
11096,M,39,18/05/2015,NA,1
11097,F,21,19/05/2015,36,1
11098,F,22,19/05/2015,23.32,1
11099,M,24,19/05/2015,24.88,1
11100,M,38,19/05/2015,26.01,1
11101,F,27,19/05/2015,NA,2
11102,M,57,19/06/2015,NA,2
11103,M,56,19/05/2015,27.58,28
11104,F,32,19/05/2015,25.9,2
11105,F,48,19/05/2015,19.1,5
11106,F,67,19/05/2015,29.07,3
11107,F,32,19/05/2015,17.58,1
11108,M,70,19/05/2015,28.98,3
11109,M,51,21/05/2015,23.9,42
11110,F,63,19/05/2015,NA,26
11111,F,60,19/05/2015,21.51,13
11112,M,58,19/05/2015,32.24,2
11113,M,39,10/11/2015,NA,2
11114,F,29,19/05/2015,26.29,1
11115,F,21,19/05/2015,22.77,9
11116,F,38,20/05/2015,NA,2
11117,F,19,20/05/2015,16.73,1
11118,F,30,3/08/2015,NA,1
11119,F,34,18/02/2016,NA,2
11120,F,37,20/05/2015,30.91,5
11121,F,31,20/05/2015,NA,1
11122,M,44,20/05/2015,38.19,1
11123,M,40,20/05/2015,21.91,1
11124,M,29,20/05/2015,NA,1
11125,F,27,20/05/2015,NA,3
11126,F,25,20/05/2015,25.46,3
11127,F,16,20/05/2015,NA,3
11128,F,24,20/05/2015,NA,7
11129,F,70,20/05/2015,NA,1
11130,M,35,20/05/2015,NA,5
11131,F,41,20/05/2015,NA,2
11132,F,29,20/05/2015,NA,1
11133,M,26,20/05/2015,NA,1
11134,M,34,20/05/2015,24.65,2
11135,F,42,20/05/2015,NA,2
11136,F,30,20/05/2015,NA,2
11137,F,38,14/09/2015,NA,5
11138,F,42,20/05/2015,NA,1
11139,M,32,21/05/2015,NA,8
11140,F,51,20/05/2015,NA,1
11141,M,24,20/05/2015,NA,6
11142,F,21,20/05/2015,26.29,4
11143,M,36,20/05/2015,NA,1
11144,F,32,20/05/2015,20.7,2
11145,M,33,20/05/2015,23.29,1
11146,M,28,7/06/2015,NA,2
11147,F,45,20/05/2015,NA,11
11148,F,22,20/05/2015,NA,11
11149,F,24,20/05/2015,NA,8
11150,F,16,20/05/2015,NA,9
11151,F,24,28/05/2015,NA,2
11152,F,23,20/05/2015,NA,2
11153,F,26,20/05/2015,21.51,1
11154,F,46,21/05/2015,NA,33
11155,F,44,21/05/2015,NA,14
11156,F,19,21/05/2015,21.97,2
11157,F,63,29/11/2015,27.98,1
11158,F,33,21/05/2015,NA,12
11159,F,33,21/05/2015,NA,1
11160,M,29,21/05/2015,26.85,1
11161,M,25,21/05/2015,NA,1
11162,F,17,21/05/2015,NA,6
11163,F,46,21/05/2015,NA,1
11164,F,16,21/05/2015,NA,10
11165,F,44,21/05/2015,19.78,8
11166,F,42,4/10/2015,NA,6
11167,M,44,22/05/2015,NA,8
11168,F,53,21/05/2015,NA,1
11169,F,36,21/05/2015,24.75,6
11170,F,28,21/05/2015,NA,2
11171,F,41,8/06/2015,25.4,7
11172,M,48,21/05/2015,NA,1
11173,F,25,21/05/2015,NA,12
11174,F,44,21/05/2015,NA,4
11175,F,17,21/05/2015,NA,4
11176,F,25,21/05/2015,NA,2
11177,F,36,21/05/2015,NA,15
11178,F,28,22/05/2015,NA,18
11179,M,25,28/05/2015,NA,1
11180,M,37,19/08/2015,NA,3
11181,F,31,31/07/2015,NA,1
11182,F,31,22/05/2015,NA,3
11183,M,29,22/05/2015,NA,1
11184,F,16,22/06/2015,NA,75
11185,F,37,22/05/2015,NA,1
11186,M,39,22/05/2015,24.17,2
11187,F,17,31/08/2015,49.89,1
11188,F,41,22/05/2015,22.2,10
11189,F,60,22/05/2015,NA,1
11190,F,34,27/01/2016,NA,2
11191,M,33,1/02/2016,NA,4
11192,M,16,14/06/2015,NA,1
11193,M,16,2/06/2015,NA,5
11194,M,19,30/05/2015,NA,3
11195,M,38,23/05/2015,26.54,2
11196,F,21,23/05/2015,22.5,1
11197,F,22,23/05/2015,NA,2
11198,M,27,23/05/2015,22.75,1
11199,M,36,30/09/2015,NA,1
11200,F,21,23/05/2015,18,4
11201,F,30,23/05/2015,19.12,3
11202,F,32,23/05/2015,NA,1
11203,M,44,23/05/2015,NA,2
11204,M,25,23/05/2015,35.08,1
11205,M,29,23/05/2015,23.52,3
11206,M,36,25/05/2015,NA,1
11207,F,27,5/06/2015,NA,9
11208,F,27,5/06/2015,NA,2
11209,M,44,24/05/2015,27.58,1
11210,M,29,24/05/2015,23.52,1
11211,M,52,24/05/2015,26.05,21
11212,F,46,24/05/2015,NA,1
11213,M,33,24/05/2015,27.85,1
11214,F,41,24/05/2015,21.14,2
11215,F,32,24/05/2015,NA,1
11216,F,28,23/07/2015,19.78,1
11217,M,41,7/06/2015,NA,11
11218,M,27,25/05/2015,NA,4
11219,F,27,25/05/2015,NA,3
11220,F,39,25/05/2015,NA,1
11221,M,42,25/05/2015,28.41,1
11222,M,44,12/10/2015,NA,6
11223,F,21,26/05/2015,NA,1
11224,M,38,27/11/2015,NA,3
11225,F,35,20/02/2016,NA,4
11226,M,63,11/02/2016,NA,2
11227,F,39,26/05/2015,NA,1
11228,M,45,26/05/2015,NA,6
11229,M,60,26/05/2015,NA,2
11230,F,34,9/06/2015,NA,1
11231,F,51,6/06/2015,NA,1
11232,M,67,25/08/2015,NA,1
11233,F,18,26/05/2015,NA,1
11234,F,16,26/05/2015,NA,2
11235,M,40,26/05/2015,26.37,1
11236,M,25,23/06/2015,NA,18
11237,F,37,26/05/2015,20.61,2
11238,M,34,26/05/2015,NA,66
11239,F,45,2/06/2015,NA,5
11240,F,45,26/05/2015,30.32,7
11241,F,35,26/05/2015,27.99,6
11242,F,62,26/05/2015,34.48,12
11243,M,26,26/05/2015,24.91,1
11244,F,37,26/05/2015,25.22,1
11245,F,26,26/05/2015,24.75,1
11246,F,34,26/05/2015,25.76,1
11247,M,21,27/05/2015,NA,15
11248,M,23,27/05/2015,35.49,6
11249,M,29,31/05/2015,21.56,13
11250,M,23,27/05/2015,22.75,23
11251,M,49,27/05/2015,23.52,6
11252,M,29,30/01/2016,NA,1
11253,F,35,27/05/2015,24.8,11
11254,F,61,2/06/2015,20.99,22
11255,F,28,11/10/2015,NA,1
11256,F,44,27/05/2015,36,8
11257,F,28,27/05/2015,NA,2
11258,F,29,27/05/2015,NA,1
11259,F,57,27/05/2015,NA,1
11260,F,18,27/05/2015,24.75,3
11261,F,51,27/05/2015,NA,1
11262,F,42,27/05/2015,NA,2
11263,F,38,27/05/2015,NA,2
11264,M,48,27/05/2015,NA,2
11265,M,36,27/05/2015,26.26,1
11266,M,60,27/05/2015,NA,1
11267,F,16,27/05/2015,NA,17
11268,F,34,27/05/2015,41.75,1
11269,F,62,27/05/2015,25.46,25
11270,F,34,27/05/2015,25.46,1
11271,F,21,27/05/2015,23.19,4
11272,F,45,28/05/2015,NA,2
11273,M,35,28/05/2015,21.56,1
11274,M,36,28/05/2015,NA,1
11275,M,37,27/08/2015,NA,3
11276,F,31,28/05/2015,32.96,9
11277,M,27,28/05/2015,23.36,3
11278,F,33,28/05/2015,34.99,5
11279,F,66,28/05/2015,39.22,7
11280,M,42,28/05/2015,33.32,5
11281,M,40,12/10/2015,NA,1
11282,M,60,28/05/2015,33.95,1
11283,M,20,28/05/2015,NA,1
11284,F,28,28/05/2015,36.33,13
11285,M,45,1/09/2015,NA,1
11286,F,45,28/05/2015,NA,3
11287,F,50,28/05/2015,NA,19
11288,F,24,28/05/2015,NA,1
11289,F,45,28/05/2015,NA,1
11290,M,61,9/06/2015,NA,1
11291,F,52,28/05/2015,27.48,3
11292,M,46,25/07/2015,NA,3
11293,M,19,28/05/2015,NA,2
11294,F,44,3/07/2015,NA,2
11295,F,16,28/05/2015,22.5,3
11296,F,34,28/05/2015,22.32,1
11297,F,52,28/05/2015,32.65,12
11298,M,53,28/05/2015,33.32,3
11299,F,45,28/05/2015,24.02,1
11300,F,23,28/05/2015,19.84,1
11301,F,30,2/06/2015,35.16,52
11302,F,32,28/05/2015,22.58,1
11303,F,31,29/05/2015,28.06,3
11304,F,46,29/05/2015,21.56,12
11305,M,68,29/05/2015,24.17,2
11306,M,54,7/02/2016,NA,4
11307,M,24,30/05/2015,NA,7
11308,F,63,29/05/2015,NA,35
11309,M,23,13/09/2015,NA,12
11310,M,62,29/05/2015,NA,42
11311,F,30,3/12/2015,NA,2
11312,F,30,29/05/2015,29.25,2
11313,M,58,29/05/2015,29.03,3
11314,M,30,29/05/2015,NA,1
11315,M,48,29/05/2015,NA,1
11316,F,29,29/05/2015,NA,4
11317,M,64,29/05/2015,NA,10
11318,F,31,30/05/2015,NA,37
11319,F,33,4/06/2015,NA,8
11320,F,23,10/06/2015,NA,7
11321,M,33,4/06/2015,NA,8
11322,F,46,29/05/2015,20.61,1
11323,F,24,4/08/2015,NA,5
11324,M,25,5/03/2016,NA,8
11325,M,44,15/10/2015,NA,1
11326,F,23,30/05/2015,26.37,2
11327,F,23,30/05/2015,21.51,1
11328,F,21,30/05/2015,22.5,2
11329,F,33,30/05/2015,NA,2
11330,M,39,30/05/2015,17.07,10
11331,M,34,30/05/2015,20.61,1
11332,M,34,30/05/2015,NA,1
11333,F,24,30/05/2015,19.12,1
11334,M,19,30/05/2015,32.1,1
11335,F,42,30/05/2015,21.51,2
11336,M,51,30/05/2015,38.08,3
11337,F,34,30/05/2015,21.05,1
11338,M,34,31/05/2015,22.92,5
11339,M,51,31/05/2015,NA,3
11340,M,47,31/05/2015,NA,16
11341,F,64,31/05/2015,NA,1
11342,F,25,31/05/2015,34.36,2
11343,M,29,31/05/2015,24.65,1
11344,F,32,31/05/2015,NA,1
11345,F,35,31/05/2015,NA,10
11346,M,28,31/05/2015,30.76,1
11347,F,70,31/05/2015,33.46,50
11348,M,72,31/05/2015,29.4,24
11349,F,28,1/06/2015,30.32,5
11350,F,49,20/06/2015,NA,2
11351,F,35,1/06/2015,27.44,2
11352,F,45,8/07/2015,NA,1
11353,F,16,8/07/2015,NA,1
11354,M,29,1/06/2015,20.68,12
11355,F,29,1/06/2015,NA,1
11356,F,30,20/07/2015,26.29,1
11357,M,31,20/07/2015,29.03,1
11358,F,30,1/06/2015,36.11,1
11359,F,23,1/06/2015,22.5,2
11360,M,34,1/06/2015,NA,68
11361,M,28,1/06/2015,23.39,1
11362,M,33,1/06/2015,30.52,21
11363,F,37,1/06/2015,NA,1
11364,M,49,1/06/2015,25.46,1
11365,F,34,1/06/2015,27.29,4
11366,F,41,1/06/2015,NA,4
11367,F,32,1/06/2015,NA,8
11368,M,34,1/06/2015,31.33,12
11369,F,27,1/06/2015,23.73,1
11370,F,22,1/06/2015,NA,50
11371,M,52,1/06/2015,24.88,56
11372,F,40,1/06/2015,31.07,1
11373,F,17,1/06/2015,NA,1
11374,F,29,1/06/2015,23.32,1
11375,M,48,3/06/2015,NA,3
11376,F,31,1/06/2015,23.19,1
11377,F,66,1/06/2015,NA,4
11378,M,34,1/06/2015,31.36,1
11379,F,20,1/06/2015,21.51,29
11380,F,29,1/06/2015,NA,2
11381,F,23,1/06/2015,20,1
11382,F,22,1/06/2015,28.56,2
11383,F,22,1/06/2015,26.95,10
11384,F,21,2/06/2015,17.58,1
11385,F,23,2/06/2015,22.81,6
11386,F,62,2/06/2015,25.76,1
11387,M,36,9/06/2015,NA,31
11388,M,40,2/06/2015,NA,3
11389,M,31,2/06/2015,NA,5
11390,M,16,2/06/2015,NA,13
11391,F,45,2/06/2015,33.46,20
11392,M,33,2/06/2015,28.75,2
11393,F,65,1/02/2016,NA,5
11394,M,35,28/09/2015,NA,3
11395,M,25,2/06/2015,17.07,2
11396,M,18,2/06/2015,NA,4
11397,F,42,2/06/2015,NA,6
11398,M,47,2/07/2015,35.25,1
11399,F,46,2/06/2015,22.89,6
11400,F,17,3/06/2015,NA,1
11401,M,52,2/06/2015,NA,14
11402,F,49,2/06/2015,NA,23
11403,M,49,25/07/2015,NA,1
11404,F,16,2/06/2015,19.12,1
11405,M,22,3/06/2015,NA,2
11406,F,22,14/06/2015,NA,5
11407,F,19,2/06/2015,NA,2
11408,F,21,2/06/2015,NA,1
11409,F,35,2/06/2015,36.07,4
11410,F,39,2/06/2015,23.19,7
11411,F,27,3/06/2015,24.17,14
11412,F,30,3/06/2015,NA,3
11413,F,20,3/06/2015,NA,2
11414,F,29,3/06/2015,NA,1
11415,F,56,3/06/2015,22.58,14
11416,M,54,3/06/2015,33.32,24
11417,M,26,3/06/2015,20.75,2
11418,M,30,3/06/2015,20.6,3
11419,F,18,3/06/2015,NA,12
11420,M,60,3/06/2015,30.23,6
11421,F,44,3/06/2015,NA,1
11422,M,31,3/06/2015,23.34,1
11423,F,23,3/06/2015,18.96,1
11424,F,38,19/06/2015,NA,7
11425,F,26,3/06/2015,24.61,2
11426,F,40,3/06/2015,31.5,1
11427,M,59,3/06/2015,25.48,10
11428,F,20,4/06/2015,NA,1
11429,F,33,3/06/2015,NA,3
11430,F,21,3/06/2015,37.32,1
11431,M,17,4/06/2015,NA,2
11432,M,19,3/06/2015,25.15,4
11433,F,33,4/06/2015,22.32,10
11434,F,34,4/06/2015,20.61,8
11435,F,29,4/06/2015,NA,2
11436,F,50,4/06/2015,NA,2
11437,M,16,9/06/2015,14.03,1
11438,F,23,4/06/2015,23.19,2
11439,M,26,4/06/2015,19.6,24
11440,F,37,4/06/2015,21.97,1
11441,M,38,5/06/2015,26.17,28
11442,F,58,4/06/2015,21.22,1
11443,F,37,4/06/2015,23.9,2
11444,F,34,4/06/2015,23.18,5
11445,F,33,4/06/2015,22.32,1
11446,F,65,3/02/2016,NA,14
11447,F,22,4/06/2015,25.66,2
11448,M,61,4/06/2015,32.07,2
11449,M,26,4/06/2015,23.52,5
11450,F,52,4/06/2015,NA,3
11451,F,28,4/06/2015,24.88,3
11452,M,36,17/10/2015,NA,2
11453,F,26,4/06/2015,22.32,1
11454,M,36,4/06/2015,NA,5
11455,F,42,4/06/2015,32.24,1
11456,F,25,11/06/2015,NA,1
11457,F,24,4/06/2015,18.66,7
11458,F,35,4/06/2015,NA,1
11459,F,35,4/06/2015,NA,9
11460,F,31,4/06/2015,38.64,1
11461,F,31,5/06/2015,38.25,1
11462,F,42,5/06/2015,25.97,7
11463,M,35,5/06/2015,28.44,2
11464,F,33,5/06/2015,33.46,1
11465,F,37,5/06/2015,NA,6
11466,F,24,5/06/2015,28.34,1
11467,M,40,5/06/2015,24.65,1
11468,M,40,5/06/2015,NA,1
11469,F,20,5/06/2015,NA,3
11470,F,22,21/01/2016,NA,1
11471,F,30,5/06/2015,28.16,5
11472,M,57,5/06/2015,27.68,38
11473,M,40,5/06/2015,24.65,3
11474,F,28,2/08/2015,NA,4
11475,M,37,2/08/2015,NA,2
11476,F,53,5/06/2015,23.06,1
11477,F,45,5/06/2015,NA,11
11478,F,20,5/06/2015,NA,1
11479,F,22,5/06/2015,18.66,1
11480,F,38,10/06/2015,NA,14
11481,F,31,5/06/2015,19.12,5
11482,M,34,10/06/2015,NA,2
11483,F,60,5/06/2015,19.12,1
11484,M,60,5/06/2015,22.05,1
11485,F,48,8/06/2015,NA,2
11486,F,55,5/06/2015,33.49,1
11487,F,44,5/06/2015,22.32,3
11488,F,25,9/07/2015,NA,1
11489,F,56,5/06/2015,23.32,5
11490,M,25,5/06/2015,NA,6
11491,F,53,5/06/2015,34.73,1
11492,M,22,5/06/2015,26.11,2
11493,M,34,6/06/2015,29.04,5
11494,M,35,6/06/2015,27.85,41
11495,F,28,6/06/2015,33.15,4
11496,M,32,6/06/2015,27.73,5
11497,F,23,6/06/2015,NA,1
11498,F,29,6/06/2015,35.8,3
11499,M,28,6/06/2015,28.06,3
11500,F,33,6/06/2015,21.51,7
11501,M,37,6/06/2015,NA,2
11502,F,27,6/06/2015,NA,3
11503,F,33,6/06/2015,22.5,6
11504,M,30,6/06/2015,25.26,2
11505,M,36,6/06/2015,NA,1
11506,M,35,6/06/2015,NA,2
11507,F,30,6/06/2015,23.9,2
11508,M,53,6/06/2015,NA,4
11509,F,35,6/06/2015,33.46,2
11510,M,26,6/06/2015,23.15,17
11511,F,23,6/06/2015,20.52,2
11512,F,24,6/06/2015,NA,11
11513,F,41,6/06/2015,20.25,1
11514,F,18,6/06/2015,19.78,1
11515,M,35,6/06/2015,25.57,1
11516,F,50,7/06/2015,36.57,1
11517,M,34,7/06/2015,NA,1
11518,F,28,8/07/2015,NA,13
11519,F,29,7/06/2015,NA,3
11520,M,39,7/06/2015,NA,1
11521,F,27,7/06/2015,23.81,1
11522,M,44,7/06/2015,26.05,1
11523,F,41,7/06/2015,22.5,1
11524,F,21,7/06/2015,18.66,1
11525,M,27,7/06/2015,NA,1
11526,F,28,7/06/2015,NA,1
11527,M,48,7/06/2015,30.54,2
11528,F,35,7/06/2015,NA,1
11529,F,52,7/06/2015,29.25,38
11530,F,27,7/06/2015,NA,19
11531,F,26,7/06/2015,NA,1
11532,F,56,7/06/2015,22.32,27
11533,F,17,7/06/2015,21.97,3
11534,M,47,7/06/2015,30.06,2
11535,M,48,8/06/2015,NA,33
11536,M,36,8/06/2015,NA,19
11537,M,27,8/06/2015,NA,5
11538,F,31,8/06/2015,27.92,8
11539,F,36,8/06/2015,NA,1
11540,F,34,8/06/2015,21.51,11
11541,M,34,8/06/2015,NA,1
11542,M,27,13/06/2015,NA,12
11543,F,28,8/06/2015,23.9,1
11544,M,22,8/06/2015,22.75,2
11545,M,35,8/06/2015,37.32,1
11546,F,29,8/06/2015,34.36,6
11547,M,31,8/06/2015,28.06,5
11548,F,37,8/06/2015,29.4,1
11549,F,38,8/06/2015,NA,2
11550,F,30,8/06/2015,24.17,5
11551,F,33,8/06/2015,NA,10
11552,F,55,8/06/2015,23.32,1
11553,M,38,8/06/2015,NA,6
11554,M,35,8/06/2015,24.74,11
11555,M,56,12/02/2016,NA,11
11556,F,37,8/06/2015,18.03,1
11557,M,65,8/06/2015,24.49,29
11558,M,36,8/06/2015,27.44,17
11559,M,28,8/06/2015,15.17,7
11560,M,16,8/06/2015,NA,2
11561,F,51,8/06/2015,36.7,5
11562,F,32,8/06/2015,19.1,1
11563,F,35,8/06/2015,29.07,9
11564,M,26,8/06/2015,31.5,8
11565,M,44,8/06/2015,24.17,1
11566,M,42,8/06/2015,30.68,3
11567,F,16,8/06/2015,22.5,3
11568,M,58,5/08/2015,NA,1
11569,F,31,9/06/2015,22.32,2
11570,M,24,9/06/2015,27.76,15
11571,F,45,9/06/2015,36.07,7
11572,F,19,9/06/2015,23.88,3
11573,F,17,9/06/2015,NA,11
11574,F,21,9/06/2015,31.72,2
11575,F,34,9/06/2015,26.29,2
11576,F,30,9/06/2015,26.22,4
11577,F,37,17/10/2015,NA,3
11578,F,24,9/06/2015,23.9,1
11579,M,58,10/06/2015,NA,1
11580,M,43,9/06/2015,32.07,11
11581,F,21,10/06/2015,20.73,6
11582,F,36,9/06/2015,18.66,2
11583,M,30,9/06/2015,24.05,6
11584,M,29,9/06/2015,25.98,5
11585,F,24,9/06/2015,40.5,4
11586,F,25,9/06/2015,29.25,3
11587,M,22,9/06/2015,23.04,3
11588,F,32,9/06/2015,NA,10
11589,M,59,10/06/2015,NA,2
11590,F,31,9/06/2015,NA,2
11591,F,25,9/06/2015,NA,2
11592,M,44,9/06/2015,18.04,8
11593,F,24,9/06/2015,20.8,2
11594,F,38,9/06/2015,28.56,8
11595,F,17,9/06/2015,24.75,1
11596,M,31,10/06/2015,25.88,2
11597,F,29,10/06/2015,19.72,2
11598,F,20,10/06/2015,19.12,1
11599,F,25,10/06/2015,NA,12
11600,F,19,10/06/2015,33.75,4
11601,F,64,10/06/2015,30.91,26
11602,M,24,10/06/2015,NA,6
11603,F,24,10/06/2015,NA,7
11604,F,36,10/06/2015,17.58,2
11605,F,37,10/06/2015,NA,1
11606,M,83,10/06/2015,NA,2
11607,F,27,10/06/2015,22.32,4
11608,M,47,10/06/2015,NA,6
11609,M,31,10/06/2015,30.34,2
11610,F,22,10/06/2015,31.5,1
11611,F,74,10/06/2015,NA,2
11612,F,26,10/06/2015,38.27,6
11613,F,30,14/06/2015,NA,3
11614,M,30,14/06/2015,NA,4
11615,F,22,10/06/2015,19.72,5
11616,F,50,10/06/2015,23.9,5
11617,F,53,10/06/2015,19.78,5
11618,F,34,10/06/2015,NA,3
11619,F,19,10/06/2015,21.88,1
11620,F,21,10/06/2015,20.32,1
11621,F,21,10/06/2015,NA,1
11622,F,44,11/06/2015,35.79,1
11623,M,22,11/06/2015,NA,9
11624,M,24,11/06/2015,35.25,23
11625,M,56,11/06/2015,24.88,21
11626,F,32,11/06/2015,NA,4
11627,F,19,11/06/2015,19.24,7
11628,F,16,11/06/2015,21.51,7
11629,F,20,11/06/2015,18.96,1
11630,F,36,11/06/2015,34.99,1
11631,F,38,11/06/2015,NA,8
11632,F,20,11/06/2015,21.08,1
11633,F,57,11/06/2015,19.12,9
11634,F,18,11/06/2015,NA,11
11635,F,21,11/06/2015,20.25,11
11636,F,18,11/06/2015,25.66,1
11637,M,45,17/01/2016,NA,4
11638,F,44,11/06/2015,27.99,3
11639,F,31,12/06/2015,NA,8
11640,F,19,11/06/2015,28.68,5
11641,F,45,11/06/2015,47.25,1
11642,F,19,11/06/2015,NA,1
11643,F,37,21/06/2015,26.06,3
11644,F,50,11/06/2015,NA,55
11645,F,59,11/06/2015,27,3
11646,M,60,11/06/2015,27.58,1
11647,F,32,11/06/2015,25.66,1
11648,F,39,11/06/2015,31.07,1
11649,F,19,17/06/2015,39.51,1
11650,M,29,12/06/2015,NA,3
11651,F,25,12/06/2015,NA,1
11652,F,36,12/06/2015,23.34,2
11653,F,28,12/06/2015,37.35,1
11654,F,67,12/06/2015,30.91,1
11655,M,52,17/06/2015,NA,13
11656,F,47,12/06/2015,NA,3
11657,M,60,12/06/2015,26.05,1
11658,F,40,25/07/2015,NA,10
11659,F,26,12/06/2015,NA,1
11660,F,20,12/06/2015,NA,2
11661,M,69,12/06/2015,NA,39
11662,M,23,12/06/2015,24.49,13
11663,M,46,12/06/2015,NA,1
11664,M,24,12/06/2015,NA,5
11665,M,32,12/06/2015,23.89,13
11666,F,49,12/06/2015,NA,5
11667,M,33,13/06/2015,NA,2
11668,F,31,14/06/2015,NA,2
11669,F,60,12/06/2015,NA,1
11670,F,29,12/06/2015,NA,6
11671,M,31,13/06/2015,26.55,2
11672,F,35,13/06/2015,20.32,4
11673,M,39,13/06/2015,30.69,5
11674,F,33,13/06/2015,NA,2
11675,M,63,13/06/2015,33.49,3
11676,F,33,13/06/2015,22.5,6
11677,M,39,13/06/2015,25.25,2
11678,M,29,13/06/2015,NA,2
11679,F,49,13/06/2015,NA,2
11680,F,34,19/06/2015,NA,1
11681,M,52,13/06/2015,30.34,9
11682,M,44,13/06/2015,24.65,1
11683,F,27,13/06/2015,20.61,1
11684,F,29,13/06/2015,NA,1
11685,F,29,13/06/2015,22.31,1
11686,M,18,13/06/2015,21.56,3
11687,F,22,13/06/2015,NA,30
11688,M,43,13/06/2015,29.4,10
11689,F,23,13/06/2015,NA,6
11690,F,33,13/06/2015,34.07,1
11691,M,35,13/06/2015,NA,12
11692,F,55,13/06/2015,25.46,1
11693,M,22,13/06/2015,NA,1
11694,F,20,14/06/2015,NA,4
11695,M,18,13/06/2015,NA,2
11696,M,27,13/06/2015,NA,1
11697,F,27,13/06/2015,32.25,5
11698,F,50,13/06/2015,21.14,3
11699,M,53,13/06/2015,25.48,12
11700,M,55,16/06/2015,NA,1
11701,M,24,14/06/2015,NA,1
11702,F,55,14/06/2015,NA,1
11703,M,35,14/06/2015,21.56,1
11704,M,42,14/06/2015,35.16,3
11705,F,26,14/06/2015,19.12,1
11706,M,38,14/06/2015,NA,2
11707,M,30,14/06/2015,22.05,1
11708,M,44,14/06/2015,39.55,1
11709,M,39,14/06/2015,NA,1
11710,F,37,14/06/2015,NA,5
11711,F,38,14/06/2015,32.25,2
11712,M,44,14/06/2015,NA,2
11713,F,32,14/06/2015,NA,3
11714,M,34,14/06/2015,NA,1
11715,F,26,14/06/2015,17.93,2
11716,F,24,14/06/2015,30.76,2
11717,M,27,14/06/2015,27.44,4
11718,M,16,14/06/2015,NA,13
11719,M,37,14/06/2015,20.73,2
11720,F,50,16/06/2015,NA,1
11721,F,58,16/06/2015,NA,3
11722,F,56,9/07/2015,NA,1
11723,F,21,14/06/2015,18,5
11724,F,28,14/06/2015,22.49,6
11725,F,18,14/06/2015,31.5,5
11726,M,37,20/06/2015,NA,20
11727,M,22,15/06/2015,NA,2
11728,F,22,15/06/2015,23.77,2
11729,F,34,15/06/2015,20.99,1
11730,F,27,15/06/2015,23.19,2
11731,F,19,18/08/2015,NA,1
11732,M,26,15/06/2015,26.96,16
11733,M,28,15/06/2015,NA,1
11734,F,32,15/06/2015,21.51,4
11735,M,24,15/06/2015,NA,16
11736,M,42,15/06/2015,34.07,3
11737,F,41,15/06/2015,32.65,3
11738,F,31,30/08/2015,40.16,1
11739,M,52,23/07/2015,NA,1
11740,F,26,15/06/2015,NA,1
11741,M,58,15/06/2015,NA,1
11742,F,25,15/06/2015,NA,2
11743,F,32,15/06/2015,NA,21
